zipcode,number
19075,1
19083,1
19104,2
19110,1
19115,1
19117,1
19124,1
19125,1
19128,1
19130,1
19135,1
19301,2
19312,1
19320,1
19335,1
19341,1
19342,1
19348,1
19350,1
19366,1
19369,1
19378,1
19380,1
19382,1
19422,3
19425,1
19426,2
19428,1
19446,1
19454,1
19462,1
19464,1
19465,1
19468,1
19496,1
19525,1
19526,1
19530,1
19540,1
19547,1
19608,1
19639,1
19648,1
19659,1
19701,1
19702,1
19707,1
19788,1
19803,1
19807,2
19808,3
19809,1
19810,1
19851,1
19858,1
19962,1
20000,7
20001,11
20002,11
20003,25
20004,19
20005,15
20006,11
20007,8
20008,32
20009,12
20011,1
20012,31
20013,25
20014,2
20015,1
20017,1
20020,2
20023,22
20024,4
20032,1
20033,18
20036,1
20043,31
20044,7
20052,1
20094,2
20100,1
20101,1
20110,45
20112,2
20115,1
20119,2
20120,24
20121,1
20124,2
20129,1
20130,16
20131,2
20140,1
20141,1
20144,1
20147,5
20148,2
20150,1
20151,4
20152,1
20153,1
20155,3
20157,1
20158,1
20160,4
20162,1
20165,2
20169,1
20170,4
20171,4
20175,1
20176,2
20180,5
20182,2
20186,1
20190,2
20191,2
20194,2
20200,1
20211,1
20241,1
20300,1
20304,1
20521,1
20619,1
20636,2
20646,1
20677,1
20706,1
20715,1
20723,2
20724,1
20735,1
20740,2
20744,1
20754,1
20774,1
20782,1
20785,3
20800,3
20801,4
20814,2
20815,1
20816,2
20817,3
20832,1
20841,1
20850,3
20852,1
20854,15
20855,2
20861,1
20871,1
20874,9
20877,2
20878,9
20882,1
20886,1
20895,1
20904,1
20905,1
20906,1
20910,2
20960,1
21000,78
21001,18
21002,12
21003,23
21004,8
21009,1
21015,3
21029,4
21030,1
21032,2
21042,11
21043,2
21044,2
21045,1
21046,1
21057,1
21074,1
21077,1
21093,1
21096,1
21100,2
21101,1
21108,1
21110,3
21111,1
21114,2
21117,1
21144,1
21146,1
21170,1
21200,6
21207,1
21210,1
21211,1
21212,1
21214,1
21220,1
21228,1
21229,1
21230,3
21231,1
21236,1
21286,1
21300,29
21301,9
21311,1
21316,1
21320,1
21330,3
21351,1
21395,1
21400,14
21401,3
21402,2
21403,2
21406,2
21409,2
21410,3
21411,1
21412,2
21440,2
21450,2
21471,1
21500,47
21501,6
21502,11
21512,3
21515,3
21516,2
21520,2
21522,2
21530,2
21532,1
21540,1
21550,4
21560,6
21562,1
21702,1
21704,1
21710,1
21771,1
21784,1
21793,2
21800,1
21801,2
21804,1
21911,1
21921,2
22003,2
22008,1
22015,3
22027,2
22030,2
22031,5
22032,8
22033,4
22041,1
22042,1
22043,1
22046,1
22054,1
22060,1
22066,5
22100,14
22101,12
22102,6
22111,1
22120,1
22124,3
22151,1
22152,1
22153,2
22157,1
22180,3
22181,4
22182,4
22192,1
22193,2
22200,1
22201,1
22204,3
22206,1
22209,1
22210,1
22213,1
22300,1
22302,1
22305,3
22308,3
22309,1
22310,2
22314,1
22330,1
22360,1
22361,1
22400,1
22411,1
22420,2
2242S,1
22447,1
22451,1
2245C,1
22464,1
22470,2
22500,8
22513,1
22520,1
22523,1
22526,1
22530,1
22560,1
22587,1
22589,1
22600,14
22601,4
22602,6
22630,1
22636,1
22640,1
22644,1
22646,1
22650,1
22652,1
22753,1
22801,2
22901,2
22903,1
22911,3
22932,1
23000,11
23001,3
23002,7
23003,1
23004,2
23005,6
23006,4
23008,1
23059,1
23113,1
23114,1
23116,1
23130,1
23140,1
23152,1
23185,1
23188,3
23219,1
23226,1
23231,2
23233,1
23236,1
23320,1
23321,1
23322,1
23323,1
23400,2
23401,2
23430,1
23432,1
23441,1
23443,1
23444,1
23451,1
23452,1
23453,1
23455,2
23462,3
23464,1
23505,1
23512,1
23520,1
23527,1
23559,1
23600,2
23603,1
23605,1
23606,1
23665,1
23666,1
23693,1
23700,4
2375X,1
23798,1
23801,1
23809,1
23832,1
23835,1
23919,1
23963,2
24012,1
24015,1
24060,6
24072,1
24089,1
24100,7
24118,1
24121,1
24125,1
24153,1
24200,2
24230,1
24242,2
24266,1
24300,4
24312,1
24400,1
24401,1
24459,1
24500,2
24510,1
24523,1
24600,3
24651,1
24700,2
24733,1
24740,1
24750,1
24759,1
24766,1
24800,3
24901,2
25000,20
25001,16
25002,3
25003,1
25009,1
25010,7
25119,1
25159,1
25200,1
25260,1
25281,1
25370,1
25401,1
25404,1
25500,5
25505,1
25508,1
25510,1
25520,1
25530,1
25560,1
25611,1
25640,2
25660,1
25700,6
25701,1
25709,1
25720,1
25753,1
25837,2
25932,1
26010,1
26013,1
26102,1
26104,2
26120,1
2612A,1
26200,1
26241,1
26270,1
26400,12
26420,6
26430,1
26442,1
26501,1
26505,2
26520,1
26530,1
26540,1
26549,1
26600,22
26601,2
26603,3
26606,10
26607,14
26610,4
26660,1
26666,1
26670,1
26787,1
26842,1
27021,1
27025,1
27026,1
27028,1
27100,5
27104,1
27106,2
27110,2
27140,1
27160,1
27200,1
27208,1
27210,1
27214,1
27215,1
27250,1
27265,1
27282,1
27302,1
27310,1
27400,1
27401,1
27403,1
27405,1
27407,1
27410,1
27455,2
27460,1
27502,1
27511,1
27513,2
27516,1
27517,2
27518,4
27519,1
27526,2
27560,1
27565,1
27587,1
27600,4
27606,2
27607,1
27612,1
27614,1
27615,2
27616,1
27680,2
27695,1
27705,1
27707,1
27710,1
27750,1
27834,1
28001,2
28002,1
28006,1
28009,1
28010,1
28015,1
28016,1
28017,1
28023,1
28027,2
28035,1
28036,1
28046,1
28078,1
28097,1
28105,1
28129,1
28134,1
28141,1
28173,1
28203,1
28207,1
28208,1
28210,2
28212,1
28220,1
28222,1
28226,4
28227,1
28232,1
28269,1
28270,1
28277,2
28340,1
28390,1
28443,1
28590,1
28602,2
28607,2
28626,1
28669,1
28704,1
28743,1
28759,1
28779,1
28785,1
28804,1
29000,1
29003,1
29015,1
29063,2
29150,1
29169,1
29205,1
29209,1
29212,1
29217,1
29223,1
29229,1
29303,1
29407,1
29412,1
29420,1
29455,1
29464,1
29466,1
29546,1
29556,1
29576,1
29631,1
29681,2
29690,1
29708,1
29803,1
29902,1
29910,1
29916,1
30000,11
30001,4
30002,2
30005,6
30007,5
30010,5
30012,3
30013,2
30014,2
30015,1
30016,3
30017,2
30018,1
30019,4
30020,3
30021,1
30022,5
30024,10
30025,1
30027,2
30028,1
30030,1
30033,2
30035,2
30038,6
30039,1
30040,1
30043,3
30045,5
30047,2
30061,1
30062,2
30067,1
30068,3
30069,1
30074,1
30075,3
30076,1
30078,1
30082,1
30084,1
30096,2
30097,6
30113,1
30114,1
30115,1
30116,1
30120,1
30122,1
30127,1
30135,1
30137,1
30157,1
30188,2
30201,2
30202,2
30203,1
30215,1
30216,1
30236,1
30252,1
30269,1
30278,1
30290,1
30294,2
30305,1
30307,1
30311,1
30315,1
30319,1
30324,2
30327,1
30331,1
30338,2
30339,2
30342,1
30350,2
30358,1
30459,1
30500,1
30518,2
30519,1
30532,1
30575,1
30576,1
30605,1
30607,1
3061X,1
30741,1
30750,1
30813,1
30844,1
31000,59
31001,38
31002,11
31004,2
31005,4
31023,1
31024,1
31044,1
31100,2
31110,1
31111,2
31112,2
31120,2
31125,1
31130,1
31140,1
31180,4
31200,8
31203,1
31211,1
31230,3
31261,1
31300,10
31311,1
31312,1
31400,9
31405,2
31406,1
31410,1
31411,1
31420,3
31422,1
31450,1
31451,1
31500,7
31501,8
31502,2
31504,5
31506,1
31510,2
31515,1
31519,2
31520,4
31522,2
31530,7
31532,1
31540,4
31550,1
31580,4
31600,7
31610,1
31650,1
31670,1
31700,2
31710,1
31750,1
31792,1
31793,1
31800,8
31802,3
31942,1
31952,1
31958,1
31970,1
32000,1
32058,1
32082,1
32100,9
32101,2
32130,1
32200,4
32210,1
32218,1
32220,2
32223,1
32224,1
32225,1
32256,1
32259,2
32300,4
32301,1
32308,1
32309,1
32312,2
32317,1
32340,1
32400,2
32404,1
32410,2
32412,1
32420,2
32430,1
32440,2
32500,20
32502,1
32503,1
32507,1
32514,1
32520,5
32541,1
32561,1
32563,1
32580,2
32605,3
32615,1
32653,1
32667,1
32703,1
32708,2
32746,1
32751,1
32763,1
32765,2
32779,1
32792,1
32800,1
32804,1
32812,1
32817,3
32819,1
32828,2
32835,1
32836,2
32837,1
32903,1
32905,2
32934,1
32955,1
33000,4
33002,5
33003,6
33004,2
33005,1
33009,1
33019,1
33024,3
33025,2
33026,1
33028,1
33035,1
33040,1
33047,1
33048,1
33050,2
33055,3
33056,1
33060,2
33065,1
33067,2
33068,1
33069,1
33071,1
33076,2
33120,1
33125,1
33131,1
33140,1
33142,1
33156,1
33157,3
33158,2
33160,1
33165,1
33166,2
33170,1
33173,2
33175,1
33179,1
33186,1
33189,1
33193,2
33200,2
33312,2
33317,2
33320,1
33324,2
33325,2
33327,2
33328,3
33331,1
33332,1
33345,1
33400,2
33401,1
33406,1
33410,2
33414,3
33420,1
33428,4
33430,1
33433,1
33434,1
33441,1
33446,1
33458,1
33462,1
33470,2
33472,1
33477,1
33496,1
33498,1
33538,1
33540,1
33541,1
33547,1
33556,1
33558,1
33594,1
33596,1
33604,1
33606,1
33610,1
33616,1
33624,2
33626,1
33629,1
33647,1
33700,1
33706,1
33708,1
33712,1
33772,1
33810,1
33812,1
33813,1
33815,1
33850,1
33907,1
33912,1
33913,2
33914,1
34000,4
34002,1
34034,1
34074,1
34075,2
34077,3
34100,1
34110,1
34145,1
34147,1
34157,1
34160,1
34200,1
34201,1
34202,1
34212,1
34221,1
34222,1
34233,1
34238,3
34242,1
34303,1
34330,1
34335,1
34342,1
34345,1
34349,2
34394,1
34425,1
34427,1
34450,1
34457,1
34474,1
34505,1
3453K,1
34639,1
34655,3
34676,3
34683,2
34684,1
34685,1
34688,1
34726,1
34728,2
34730,1
34732,1
34738,1
34740,1
34746,1
34770,1
34779,1
34782,1
34787,1
34800,2
34820,2
34841,1
34865,1
34900,1
34912,1
34940,1
34950,1
35000,15
35001,3
35002,1
35010,1
35020,2
35040,1
35121,1
35132,1
35140,1
35141,1
35226,1
35242,3
35243,1
35300,1
35310,1
35313,1
35320,1
35401,2
35405,1
35441,1
35500,1
35520,1
35540,1
35745,1
35757,1
35761,1
35768,1
35803,1
35806,1
35899,1
35900,1
36000,3
36001,1
36045,1
36051,1
36100,18
36101,1
36102,1
36116,1
36181,1
36200,1
36300,1
36303,1
36330,1
36350,1
36370,1
36400,1
36410,1
36420,1
36500,1
36502,1
36527,1
36532,2
36570,1
36610,1
36695,2
36801,1
36832,1
37013,2
37015,1
37027,5
37043,1
37052,1
37062,1
37064,1
37067,1
37069,2
37076,1
37086,1
37128,1
37129,1
37135,1
37138,1
37167,1
37174,1
37205,3
37206,1
37211,2
37214,1
37215,3
37217,1
37221,1
37231,1
37310,1
37363,1
37377,2
37601,1
37660,2
37814,1
37902,2
37919,1
37922,1
37931,1
37932,1
37934,3
38000,2
38001,5
38004,1
38005,2
38016,1
38017,4
38018,1
38028,1
38111,1
38117,2
38119,2
38125,5
38134,1
38138,1
38139,1
38200,1
38237,1
38255,1
38257,1
38261,1
38320,1
38351,1
38401,1
38426,1
38506,1
38558,1
38618,1
38621,1
38641,1
38654,1
38679,1
38701,1
38816,1
39000,3
39001,1
39004,2
39046,1
39056,1
39110,3
39120,1
39183,1
39401,1
39466,1
39500,3
39649,1
39759,1
39987,1
40000,11
40001,18
40002,22
40003,16
40004,12
40005,16
40006,17
40007,11
40008,5
40009,5
40010,3
40014,1
40031,1
40037,1
40056,1
40059,3
40060,2
40061,3
40070,10
40100,1
40112,2
40114,6
40132,2
40142,1
40150,2
40151,1
40152,2
40204,1
40205,2
40206,1
40207,1
40218,1
40219,1
40220,1
40222,1
40223,3
40228,1
40229,1
40230,1
40239,1
40241,4
40243,1
40245,2
40251,1
40299,2
40300,1
40340,1
40341,1
40350,1
40361,1
40372,2
40377,1
40383,2
40391,1
40465,1
40502,1
40503,1
40505,1
40513,2
40515,1
40549,1
40677,1
40683,1
40763,1
40764,1
40766,1
40800,1
40823,1
40866,1
40867,1
41000,25
41001,8
41002,1
41008,1
41011,3
41014,1
41017,1
41018,1
41030,1
41050,1
41060,1
41075,1
41082,1
41091,1
41094,1
41100,5
41101,3
41103,4
41104,2
41105,4
41110,2
41182,1
41200,5
41210,1
41300,1
41319,1
41351,1
41386,1
41400,6
41420,1
41500,2
41510,1
41590,1
41601,1
41670,1
41700,2
41800,1
42000,1
42001,2
42003,1
42090,1
42100,3
42200,2
42210,1
42211,1
42220,1
42240,1
42300,1
42303,1
42318,1
42340,1
42366,1
42400,1
42416,1
42417,1
42420,1
42437,1
42445,1
42588,1
42590,1
42600,1
42701,3
42705,1
42757,1
43000,16
43001,9
43002,10
43003,2
43005,6
43006,12
43007,32
43008,1
43009,1
43015,2
43016,2
43017,3
43021,1
43022,1
43023,5
43026,2
43035,2
43050,1
43054,2
43065,1
43068,3
43081,5
43100,2
43123,1
43125,1
43130,1
43140,3
43160,1
43174,1
43190,2
43200,2
43201,1
43202,1
43204,1
43210,1
43220,2
43221,1
43231,1
43232,1
43235,3
43240,1
43300,1
43310,1
43312,1
43326,1
43400,5
43440,1
43500,1
43502,1
43528,1
43540,1
43550,1
43551,2
43566,1
43600,1
43606,1
43608,1
43611,1
43615,1
43617,1
43659,1
43688,1
43700,1
43701,1
43713,1
43767,1
43775,1
43787,1
43800,1
43830,1
43900,1
43996,1
44000,20
44001,1
44004,1
44012,1
44026,1
44028,1
44054,1
44056,1
44060,1
44071,1
44074,1
44077,1
44092,1
44095,1
44100,1
44102,1
44103,1
44105,1
44108,1
44111,1
44116,2
44118,1
44120,2
44122,3
44124,3
44126,1
44129,1
44136,2
44139,6
44141,1
44145,3
44147,2
44200,2
44202,1
44204,1
44212,2
44223,1
44224,1
44234,1
44300,6
44309,1
44312,1
44319,1
44321,2
44333,3
44400,1
44417,1
44550,1
44646,1
44657,1
44667,2
44677,1
44678,1
44685,1
44686,1
44691,1
44694,1
44718,1
44789,1
44800,3
44814,1
44842,1
44846,1
44851,2
44870,1
44883,3
44890,1
44891,1
44928,1
44929,1
45000,47
45001,1
45004,2
45005,9
45006,1
45011,4
45036,1
45038,1
45039,1
45040,10
45044,2
45056,2
45066,1
45067,1
45068,2
45069,7
45110,1
45123,1
45133,1
45140,3
45148,1
45200,6
45201,3
45208,1
45209,1
45212,1
45215,1
45220,1
45226,1
45231,1
45233,2
45236,4
45240,1
45241,3
45242,5
45243,1
45244,2
45245,1
45249,2
45300,2
45305,1
45308,1
45331,1
45385,3
45387,1
45402,1
45406,1
45407,1
45415,1
45429,2
45432,1
45434,3
45440,1
45449,1
45450,1
45458,9
45459,2
45500,2
45502,1
45601,1
45611,1
45693,1
45700,2
45701,1
45710,1
45732,1
45775,1
45810,1
45840,1
45855,1
45896,1
46000,1
46010,1
46013,1
46016,1
46021,1
46032,4
46033,6
46037,1
46038,1
46040,2
46041,1
46052,1
46054,1
46060,1
46062,2
46074,2
46075,1
46077,2
46112,3
46123,1
46140,2
46142,1
46150,1
46151,1
46163,1
46176,1
46181,1
46200,2
46202,4
46203,1
46205,1
46214,1
46219,1
46220,2
46221,1
46222,1
46224,1
46226,1
46227,1
46228,1
46234,1
46235,1
46236,1
46237,2
46250,3
46254,1
46256,1
46260,1
46278,1
46300,1
46301,1
46303,1
46304,2
46307,3
46311,1
46319,1
46321,1
46322,2
46341,1
46342,1
46350,2
46360,1
46373,1
46375,3
46377,1
46383,1
46385,4
46390,1
46392,2
46394,1
46396,1
46400,2
46410,1
46500,1
46514,1
46517,1
46526,2
46530,2
46540,1
46545,1
46555,1
46567,1
46580,1
46600,1
46602,1
46614,2
46616,1
46628,2
46698,1
46700,3
46703,1
46738,1
46748,1
46777,1
46778,1
46804,2
46805,1
46814,2
46818,1
46825,1
46835,1
46845,1
46902,4
46998,1
47000,1
47025,1
47040,1
47100,3
47102,1
47167,1
47179,1
47200,2
47201,2
47203,1
47240,1
47300,3
47301,1
47304,2
47313,1
47374,1
47400,1
47401,4
47403,1
47404,1
47408,3
47500,4
47501,2
47575,1
47591,2
47620,1
47630,1
47640,1
47710,1
47720,1
47725,1
47810,1
47904,1
47905,4
47906,11
47909,3
47925,1
47928,1
47933,1
47978,2
48002,1
48009,3
48030,1
48035,2
48038,2
48042,2
48047,2
48049,1
48054,1
48066,1
48067,1
48070,2
48071,1
48073,2
48075,1
48076,3
48083,1
48084,2
48085,4
48089,1
48098,1
48103,6
48104,2
48105,8
48108,4
48114,1
48120,1
48126,1
48128,1
48130,1
48138,1
48152,2
48165,1
48167,1
48168,1
48169,1
48170,1
48176,1
48180,1
48182,1
48187,2
48188,1
48195,3
48198,1
48200,1
48206,1
48221,1
48230,3
48235,1
48236,1
